type,language,url,title,creators,source/applicant,publication_date,abstract,keywords 
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106020&_cid=P10-L3TXGX-54087-7,CUTTING TOOL,"BROBEIL, Achim",HUSQVARNA AB,27.05.2022,"The invention relates to a cutting tool, in particular gardening cutting tool, comprising one first cutting element (102) and one second cutting element (104) that are coupled pivotally movable relative to each other and at least one drive unit (122) that is configured to provide a drive force (FD) that causes or assists to causing a pivotal closing movement of the first cutting element (102) and the second cutting element (104) relative to each other, wherein the second cutting element (104) comprises a blade section (118) configured to be in contact with a subject to be cut in a cutting process and a shaft section (120) that is configured to receive at least a substantial part of the drive force (FD) in a cutting process to cause or to assist to the pivotal closing movement of the first cutting element (102) and the second cutting element (104) relative to each other, wherein the drive unit (122) is supportedly coupled to the shaft section (120) of the second cutting element (104).","['A01G', '3/037']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106080&_cid=P10-L3TXGX-54087-7,ELEKTRONIKBAUGRUPPE FÜR KRAFTFAHRZEUGTÜREN ODER KRAFTFAHRZEUGKLAPPEN,"BECK, Andreas",HUF HÜLSBECK & FÜRST GMBH & CO. KG,27.05.2022,"1. Elektronikbaugruppe (1), insbesondere für Kraftfahrzeugtüren (22) oder Kraftfahrzeugklappen (23), aufweisend : eine Detektionsvorrichtung (8) für einen schlüssellosen Zugang zum Fahrzeug (40), einen Container (5) zur Anordnung der Detektionsvorrichtung (8), wobei der Container (8) eine Steckverbinder-Aufnahme (16) aufweist, innerhalb des Containers (5) angeordnete Vergussmasse (24) zum Schutz der Detektionsvorrichtung (8) vor Umwelteinflüssen und zur Verbesserung der Performance, einen Steckverbinder (7) zur Durchführung elektrischer Leiter (14) von innerhalb nach außerhalb des Containers, wobei der Steckverbinder (7) mindestens einen elektrischen Leiter (14) zum Koppeln einer Beleuchtungseinrichtung (15) und/ oder einer fahrzeugseitigen Steuereinrichtung mit der Detektionvorrichtung (8) und einen Grundkörper (18) zur Aufnahme des elektrischen Leiters (14) aufweist, wobei der Grundkörper (18) durch einen Kunststoffumspritzvorgang des elektrischen Leiters (14) ausgebildet ist, wobei der Steckverbinder (7) in der Steckverbinder-Aufnahme (16) des Containers (5) anordenbar ist, wobei der Steckverbinder (7) und/oder die Steckverbinder-Aufnahme (16) ein Dichtmittel (5) aufweist.","['E05B', '81/76']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106095&_cid=P10-L3TXGX-54087-7,OPHTHALMISCHE LINSE FÜR EINE BRILLE UND VERFAHREN ZUM HERSTELLEN EINER OPHTHALMISCHEN LINSE,"GRAF, Tobias",ROBERT BOSCH GMBH,27.05.2022,"Der hier vorgestellte Ansatz betrifft eine ophthalmische Linse (100) für eine Brille. Die Linse (100) weist eine Augenseite (105), eine Umgebungsseite (110), einen Wellenleiter (115), eine erste Kompensationsschicht (120), eine zweite Kompensationsschicht (125), eine erste Außenschicht (130) und eine zweite Außenschicht (135) auf. Der Wellenleiter (115) ist zum Leiten und Auskoppeln von Projektionslicht (117) in Richtung der Augenseite (105) ausgeformt, um ein virtuelles Objekt darzustellen. Die erste Kompensationsschicht (120) weist eine erste Brechkraft auf, die zweite Kompensationsschicht (125) weist eine zweite Brechkraft auf, die erste Außenschicht (130) weist eine dritte Brechkraft auf und die zweite Außenschicht (135) weist eine vierte Brechkraft auf.","['G02B', '27/01']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106110&_cid=P10-L3TXGX-54087-7,KRAFTSTOFFINJEKTOR ZUR DOSIERTEN ABGABE VON KRAFTSTOFF,"WERGER, Heinrich",ROBERT BOSCH GMBH,27.05.2022,"Kraftstoffinjektor zur dosierten Abgabe von Kraftstoff, mit einem Gehäuse (1), das einen Haltekörper (2) und einen Düsenkörper (3) umfasst, wobei im Düsenkörper (3) ein mit Kraftstoff unter hohem Druck befüllbarer Druckraum (4) ausgebildet ist, in dem ein bewegliches Ventilelement (7) zum Öffnen und Schließen einer im Düsenkörper (3) ausgebildeten Einspritzöffnung (9) angeordnet ist. Der Düsenkörper (3) weist einen zylindrischen Schaftabschnitt (18) auf, an dessen Ende die Einspritzöffnung (9) ausgebildet ist. Mittels einer Spannmutter (4), die mit einem nach innen ragenden Absatz (15) eine Spannschulter (17) am Düsenkörper (3) hintergreift und die in ein Gewinde am Haltekörper (2) eingeschraubt 15 ist, ist der Düsenkörper (3) gegen den Haltekörper (2) verspannt. Den Schaftabschnitt (18) umgibt eine Wärmeleithülse (20), die in einen Hinterschnitt (22; 122; 222; 322) an der Innenseite (16) des Absatzes (15) an der Spannmutter (4) eingreift und die einen thermischen Kontakt zur Spannmutter (4) bildet.","['F02M', '53/04']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106616&_cid=P10-L3TXGX-54087-7,METHOD AND APPARATUS FOR USER RECOGNITION,"CALLEGARI, Umberto",WALLIFE S.R.L.,27.05.2022,"Computer recognition is performed to recognise whether a user interacting with a user device (1) in an identified interval of time is the same user as a user that has interacted with the device at other times. First user behaviour data is derived by processing first data representative of a user interacting with the user device, generated by a plurality of different elements (4) of the user device (1) including a sensor. At least a first interval of time is identified relating to an interaction of a user with the user device (1). Second user behaviour data is derived by processing second data representative of a user interacting with the user device during at least the first interval of time. User verification data (14), based on the first user behaviour data and the second user behaviour data, is transmitted from the user device to an interaction verification system (2).","['G06F', '21/30']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106620&_cid=P10-L3TXGX-54087-7,AEROELASTIC STABLE WIND TURBINE BLADE,"CNOSSEN, Jelmer",LM WIND POWER A/S,27.05.2022,"A wind turbine blade comprising a plurality of spar components extending along the longitudinal axis and providing the main bending stiffness of the wind turbine blade a major principal axis defining a structural pitch angle of at least 1° with respect to a chord line, and including: one or more suction-side spar caps each having a centre line; one or more pressure-side spar caps each having a centre line; and one or more shear webs distributed around a central shear web line and at least one of which being connected to first spar caps, wherein at least one suction-side spar cap centre lines is arranged with a first chordwise distance to the central shear web line, and at least one pressure-side spar cap centre lines is arranged with a second, different, chordwise distance to the central shear web line.","['F03D', '1/06']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106500&_cid=P10-L3TXGX-54087-7,ARTIFICIAL INTELLIGENCE (AI)-BASED OPTIMIZED SOLUTION FOR DEVICE LOCALIZATION IN MEDICAL FACILITY SET-UP,"NAIK, Sarif Kumar",KONINKLIJKE PHILIPS N.V.,27.05.2022,A method (100) of determining a layout for one or more medical devices (12) in a medical facility includes: obtaining images (30) of a plurality of locations of the medical facility; mapping the obtained images to an architectural layout of the medical facility; generating a three-dimensional (3D) model of the medical facility based on the mapping; determining a recommended location for the one or more medical devices using the 3D model; determining a recommended placement of the one or more medical devices in the recommended location based on the recommended location; and outputting an image (40) showing the determined recommended placement of the medical devices in the recommended location.,"['G16H', '40/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106503&_cid=P10-L3TXGX-54087-7,METHOD AND SERVER FOR DELEGATED QUANTUM COMPUTING USING A HARDWARE ENCLAVE,"MA, Yao",VERIQLOUD,27.05.2022,"The invention relates, in particular, to a quantum-enabled server (S) comprising an enclave (SE), a qubit source (SS), and quantum-computing means (SM), this enclave comprising means for: receiving information from a remote client through a secured communication channel; determining transformation data from said information; transforming at least one qubit received from said qubit source, according to transformation data; providing the at least one transformed qubits to said quantum-computing means.","['G09C', '1/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106605&_cid=P10-L3TXGX-54087-7,ROTOR FOR INTERNAL BATCH MIXER,"JOHNSON, Mark",FARREL LIMITED,27.05.2022,"There is provided a rotor for use in an tangential internal batch mixer, the rotor comprising a main body configured to rotate about a rotor axis, a wing extending from the main body, and arranged helically about a portion of the main body, the wing comprising a wing tip surface, a first portion of the wing tip surface extending between a first edge and a second edge of the wing, wherein the first edge comprises a first helix angle and the second edge comprises a second helix angle, the first helix angle being different to the second helix angle.","['B29B', '7/18']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106560&_cid=P10-L3TXGX-54087-7,POLYESTER COMPOSITION WITH IMPROVED IMPACT PROPERTIES,"ACQUASANTA, Francesco",FURANIX TECHNOLOGIES B.V.,27.05.2022,"The present invention relates to a polyester composition comprising a polyester comprising alkylene 2,5-furandicarboxylate units and a first impact modifier selected from the group consisting of core shell impact modifiers having a core comprising a butadiene-styrene copolymer and a shell comprising a methyl methacrylate based polymer or copolymer.","['C08L', '67/02']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106530&_cid=P10-L3TXGX-54087-7,POLYCARBONAT-ZUSAMMENSETZUNGEN ENTHALTEND TITANDIOXID UND EPOXY-GRUPPEN ENTHALTENDES TRIACYLGLYCEROL,"WEHRMANN, Rolf",COVESTRO DEUTSCHLAND AG,27.05.2022,"Beschrieben sind für Reflektoren geeignete, Titandioxid-haltige auf Polycarbonat basierende thermoplastische Zusammensetzungen, die epoxidiertes Triacylglycerol enthalten. Die Zusammensetzungen weisen einen verbesserten Reflexionsgrad und einen geringeren Yellowness-Index gegenüber Vergleichszusammensetzungen ohne epoxidiertes Triacylglycerol auf.","['C08K', '3/22']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106515&_cid=P10-L3TXGX-54087-7,LIGHTING SYSTEM CALIBRATION,"MORTARI SCHIAVINI, Pablo",SIGNIFY HOLDING B.V.,27.05.2022,"A method is provided of calibrating a lighting system to enable conversion between i) light output settings for a plurality of lighting channels of the lighting system, each channel having a respective color spectrum from a first set of color spectra, and ii) a light intensity at an area of interest for each of a second set of color spectra. The method derives a calibration matrix, based on a set default light outputs from the lighting channels, a mapping to light spectra to be measured, and light intensities measured at those light spectra. This calibration procedure takes advantage of the fact that using the same measurement device conventionally used for a simple calibration, it is possible to retrieve not only the total measured PPFD, but also partial PPFD values per spectral range.","['G01J', '3/10']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106485&_cid=P10-L3TXGX-54087-7,KLETTERSCHIENE,"PUCHNER, Andreas",DOKA GMBH,27.05.2022,"Kletterschiene (2) zur Führung entlang eines Kletterschuhes (3) an einem Bauwerk (4), aufweisend: ein erstes Schienenteil (2a) und ein zweites Schienenteil (2b), wobei das zweite Schienenteil (2b) zwischen einem zusammengeschobenen und einem ausgezogenen Zustand teleskopierbar mit dem ersten Schienenteil (2a) verbunden ist.","['E04G', '17/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106545&_cid=P10-L3TXGX-54087-7,LEARNING DEVICE FOR MOBILE CYBER-PHYSICAL SYSTEM,"AMEYUGO, Gregorio",COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,27.05.2022,"Disclosed is a learning device intended to be embedded in a mobile cyber-physical system (101) provided with actuators (105), the device comprising at least one perception sensor (103) for perceiving the environment (102) outside the system, at least one internal sensor (112) suitable for providing information on the state of the system, a first learning unit (104) configured to render a perception of the environment based on the data acquired by the at least one perception sensor (103), a second learning unit (106) configured to control the actuators (105), a generator (109) for generating simulation scenarios of the system in its environment controlled by the first learning unit (104) and the second learning unit (106), a scenario simulator (107) and a virtualisation platform (111) for simulating the behaviour of a digital twin of the system in the scenarios simulated by the generator and adapting the parameters of the second learning unit (106) in order to control the system in such a way that it adapts to its environment.","['G06N', '3/08']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022106590&_cid=P10-L3TXGX-54087-7,AUSLAUFELEMENT FÜR EINE SANITÄRARMATUR,"STÄDTLER, Georg",NEOPERL GMBH,27.05.2022,"Die Erfindung befasst sich mit einer Verbesserung auf dem Gebiet der Sanitärtechnik. So wird ein Auslaufelement (1) für eine Sanitärarmatur vorgeschlagen, das ein Grundelement (2) und eine mit dem Grundelement (2) verbundene Ventileinrichtung (3) aufweist, die zum Umschalten zwischen mindestens zwei getrennten Wasserführungen (4, 5) zwischen zumindest zwei Schaltstellungen relativ zu dem Grundelement (2) verstellt werden kann. Um einen Übergang zwischen einer abströmseitigen Austrittsöffnung (6) des Grundelements (2) und zumindest einer zuströmseitigen Eintrittsöffnung (7,8) einer geschalteten Wasserführung (4, 5) abzudichten, weist das Grundelement (2) ein Dichtelement (9) auf, das dazu eingerichtet ist, in jeder der zumindest zwei Schaltstellungen den jeweiligen Übergang zwischen einer abströmseitigen Austrittsöffnung (6) des Grundelements (2) und der zumindest einen zuströmseitigen Eintrittsöffnung (7, 8) der geschalteten Wasserführung (4, 5) abzudichten.","['E03C', '1/08']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107145&_cid=P10-L3TXGX-54087-7,DETECTING METHYLATION CHANGES IN DNA SAMPLES USING RESTRICTION ENZYMES AND HIGH THROUGHPUT SEQUENCING,"FRUMKIN, Danny",NUCLEIX LTD.,27.05.2022,"Methods and systems for genetic and epigenetic profiling of DNA samples and detecting genetic and epigenetic changes in DNA samples are provided, which involve digestion of DNA with methylation-sensitive restriction enzymes, followed by high- throughput sequencing and analysis of sequence reads. Advantageously, the methods and systems of the present invention are sensitive yet accurate, and enable working with very low amounts of DNA and receive vast amount of information, including methylation data, mutation data and more, based on sequencing data from a single run.","['C12Q', '1/683']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107085&_cid=P10-L3TXGX-54087-7,NITROGEN FERTILIZER COMPOSITIONS BASED ON POLYPHOSPHATE CAGED STRUCTURE,"VARADACHARI, Chandrika","VARADACHARI, Chandrika",27.05.2022,"Urea based nitrogenous fertilizers are described which have reduced water solubility. The fertilizers are intended to provide environmental benefits and economic advantages over urea. The fertilizers are a product of reaction of urea with polyphosphates whereby the urea is trapped within the polyphosphate crystal cage. The fertilizers contain nitrogen, phosphorus and one or more of calcium, magnesium and iron. The fertilizers optionally contain other nitrogen compounds and optionally other micronutrients. The fertilizers are granular.","['C05C', '9/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107038&_cid=P10-L3TXGX-54087-7,"INK COMPOSITION FOR 3D PRINTING, PROCESS FOR MAKING A CERAMIC GREEN BODY BY 3D PRINTING, AND PROCESS FOR MAKING A SINTERED CERAMIC COMPONENT PART","DAUB, Dominik",3M INNOVATIVE PROPERTIES COMPANY,27.05.2022,"The present disclosure relates to an ink composition for 3D printing, the ink composition comprising non-oxide ceramic particles, a liquid, and a first additive and a second additive, wherein the first additive is a polysaccharide, a polypeptide, or a combination thereof, and wherein the second additive is polyvinyl alcohol (PVA), a polyvinyl acetal, a polyether, a polyacrylate, a polycarboxylate, a polyvinyl ester, a polyester, a formaldehyde resin, a polyurethane, a polysiloxane, or a combination thereof, and wherein the polysaccharide is cellulose, a derivative of cellulose, modified starch, a derivative of starch, or a combination thereof, and wherein the derivative of starch is hydroxyethyl starch, dextrin, cyclodextrin, or pectin, and wherein the ink composition comprises at least 5 percent by weight of non-oxide ceramic particles, based on the total weight of the ink composition. The present disclosure further relates to a process for making a ceramic green body by 3D printing and to a process for making a sintered ceramic component part, and to a process for making a ceramic composite body by 3D printing.","['B29C', '64/112']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107040&_cid=P10-L3TXGX-54087-7,PALLET CLAMPING AND POSITIONING SYSTEM,"ŠINKO, Stanko",SINCO D.O.O.,27.05.2022,"A pallet clamping and positioning system comprising a base plate (1) and at least one pallet (2) on which a workpiece to be machined is arranged, and enables a quick and precise positioning and fixing of the pallet and the workpiece onto the base plate, wherein the system comprises a base plate having arranged in its upper face (1.1) a first group (6) of parallel grooves (8) and a second group (7) of parallel grooves (8) extending perpendicularly to the first group of grooves, a distance d between the centrelines of the grooves being equal, and each groove having the shape of an equilateral trapezium in cross- section; the pallet that has at least one short positioning groove (17) and a centring element (3) arranged therein in its bottom face (2.2), at least part (19) of the centring element having a cross-sectional shape of an equilateral trapezium which engages a portion of the groove of the base plate.","['B23Q', '1/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107066&_cid=P10-L3TXGX-54087-7,METHOD OF MANUFACTURING AN INTERPOSER PRODUCT,"GABORIEAU, Sophie","MURATA MANUFACTURING CO., LTD.",27.05.2022,"A method of manufacturing an interposer product (10) comprises the formation, on the same side of an interposer substrate (2), of at least one wire-bonding pad (12) and at least one bonding bump (14). The method comprises the formation on the substrate (2), by a common process, of first and second portions (6a,6b) of a gold layer. The first portion (6a) of the gold layer constitutes the wire-bonding pad. Then a layer (7) of solder paste comprising gold-tin alloy having a first composition, with less gold than the eutectic composition, is deposited on the second portion (6b) of the gold layer. A reflow process merges the deposited layer (7) of gold-tin solder with the underlying portion of the gold layer, to form a bonding bump (8/14). The bonding bump is planarized to a target thickness. The majority of the bonding bump (8) is made of gold-tin alloy having the eutectic composition.","['H01L', '23/498']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107070&_cid=P10-L3TXGX-54087-7,"HYDROELECTRIC UNIT, SUBMERSIBLE HYDRAULIC ASSEMBLY COMPRISING SAID HYDROELECTRIC UNIT AND ENERGY STORAGE PLANT COMPRISING SAID HYDROELECTRIC UNIT","AUFIERO, Manuele",MILANO MULTIPHYSICS S.R.L.S.,27.05.2022,"An hydroelectric unit (12) extends along a longitudinal axis (B) and comprises:. at least one rim-driven hydraulic machine (14) comprising an impeller (18) provided with at least two blades (21);. at least one motor/generator (17; 117) configured to selectively supply mechanical energy to the impeller (18) or convert mechanical energy produced by the impeller (18) into electricity; the motor/generator (17; 117) comprising an annular rotor (55; 155) arranged about the impeller (18) and an annular stator (56; 156) arranged, at a distance, about the annular rotor (55; 155); the annular rotor (55; 155) being coupled to the impeller (18) and comprising a plurality of rotor poles (58; 158), which are distributed along an annular surface (63; 25), are arranged parallel one to another and extend transversal to a plane (I) containing the longitudinal axis (B) forming a first angle (oil; a2) with the plane (I) containing the longitudinal axis (B); the annular stator (56; 156) comprising a plurality of stator windings (60; 160) and a plurality of stator slots (61; 161) configured to guide the magnetic flux and to house respective stator windings (60; 160); the stator slots (61; 161) being arranged parallel one to another and extending transversal to a plane (I) containing the longitudinal axis (B) forming a second angle (β1; β2) with the plane (I) containing the longitudinal axis (B).","['F03B', '3/10']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107160&_cid=P10-L3TXGX-54087-7,COMPOSITION FOR ENHANCING INTRA-CELLULAR NITRIC OXIDE GENERATION,"RAVINDRAN, B.",INSTITUTE OF LIFE SCIENCES,27.05.2022,"The present invention discloses a pharmaceutical composition comprising 1-{3-[9-methoxy-7-(2-methoxyphenyl)-2,3,4,5-tetrahydro-1,4-benzoxazepine-4-carbonyl]phenyl}imidazolidin-2-one; N-tert-butyl-2-{N-[(furan-2-yl)methyl]-2-[5-(4-methylphenyl)-2H-1,2,3,4-tetrazol-2-yl]acetamido}-2-(4-hydroxyphenyl)acetamide; 3-[2-(2-{[(6-hydroxy-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)(4hydroxyphenyl) methyl]amino}-4-oxo-4,5-dihydro-1,3-thiazol-5-yl)acetamido]benzoic acid; 2-oxo-2-(1H-pyrrol-2-yl)ethyl 2-[(4-fluorophenyl)methoxy]benzoate; and 5-(3-{[(3-bromo-4-hydroxy-5 methoxyphenyl) methylidene]amino}-2 (butylimino)- 2,3-dihydro-1,3-thiazol-4-yl)-2-hydroxybenzamide.The components are small molecule antagonists that increase the intracellular nitric oxide level by inhibiting the interaction between Nitric oxide synthase interacting proteins and inducible Nitric oxide synthase.","['A61K', '31/41']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107130&_cid=P10-L3TXGX-54087-7,SYSTEM AND METHOD FOR AN AUTOMATIC VIDEO PRODUCTION BASED ON AN OFF-THE-SHELF VIDEO CAMERA,"OZ, Gal",PIXELLOT LTD.,27.05.2022,"A system and a method of an automatic video production based on an off-the-shelf video camera are provided herein. The method may include receiving, from an off-the-shelf camera, a footage of video image frames containing a scene of a sport event, uploading the footage to a computing device, and processing, by the computing device, the footage to automatically generate a video production of the sport event based on at least a portion of the video frame images.","['G06F', '16/70']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107100&_cid=P10-L3TXGX-54087-7,METHOD AND SYSTEM FOR AUTO-DETECTING INDUCTION MOTOR FAULT,"ARCHWICHAI, Suriyachack","RAYONG ENGINEERING AND PLANT SERVICE CO., LTD.",27.05.2022,"The present invention relates to a method for auto-detecting an induction motor fault comprising measuring the current supplied to the induction motor to obtain a current signal data in a time domain, converting the current signal data in the time domain into a current signal data in a frequency domain, determining a fault frequency amplitude from a calculation using a rotor speed at a rotor frequency where the amplitude is maximum in a range between induction motor's synchronous frequency and induction motor's full load driving frequency, determining a comparative fault frequency amplitude by determining the highest amplitude in a predetermined frequency range, and analyzing the induction motor fault by performing according to the specified conditions according to the present invention. The method may further comprise predicting an induction motor's remaining lifespan.","['G01R', '31/34']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107055&_cid=P10-L3TXGX-54087-7,A METHOD OF PREPARING A RECONSTITUTED TOBACCO SHEET FOR HEAT-NO-BURN DEVICES,"FAVARO, Mansueto",HF S.R.L.,27.05.2022,"A method of preparing a reconstituted tobacco sheet comprises the steps of providing a dry tobacco powder, combining the dry tobacco powder with a binder so as to form a tobacco pulp, processing the tobacco pump to create a continuous sheet of tobacco, and drying the sheet of tobacco to obtain a reconstituted tobacco sheet. The method also comprises the step of mixing metal particles with the dry tobacco powder to obtain a dry mixture of tobacco powder and metal component.","['A24B', '3/14']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022107115&_cid=P10-L3TXGX-54087-7,FILTER UNIT,"KIM, Joo Soung","SAMSUNG BIOLOGICS CO. , LTD.",27.05.2022,A filter unit according to an embodiment of the present invention includes: a frame fixed along the periphery of an opening of a wall; a housing connected to the frame to form an inner space; and a cover plate provided on the frame to cover the inner space; and a filter box which includes a filter and is provided in the inner space.,"['B01D', '46/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104550&_cid=P10-L3TXGX-54087-7,"MODEL DISTILLATION TRAINING METHOD AND RELATED APPARATUS, DEVICE, AND READABLE STORAGE MEDIUM","YAN, Wen","HUAWEI TECHNOLOGIES CO., LTD.",27.05.2022,"A model distillation training method, comprising: before performing distillation training on a neural network model, a first device establishes a communication connection for distillation training with a second device; and by means of the interaction of distillation training information between the first device and the second device, the second device configures a first reference neural network model by using first configuration information sent by the first device. Once the second device configures the first reference neural network model, the second device uses first data information to perform arithmetic processing on first sample data in the first data information by means of the configured first reference neural network model to then obtain first indication information, and sends same to the first device. The first device uses the first indication information to train a first neural network model designed thereby. By means of the foregoing manner, the second device guides the first device to perform distillation training by means of transferring ""knowledge"".","['G06N', '3/08']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104430&_cid=P10-L3TXGX-54087-7,AN ENERGY STORAGE DEVICE,"BROCKBANK, Paul Damon",LAVO HYDROGEN STORAGE TECHNOLOGY PTY LTD,27.05.2022,"An integrated energy storage device, including: an electrolyser for generating hydrogen through electrolysis of water; a metal hydride store fluidly coupled to the electrolyser, for receiving and converting the hydrogen from a gaseous form to solid state metal hydrides and back to hydrogen when required, and one or more fuel cells coupled to the metal hydride store, for generating electricity from hydrogen generated from the metal hydride store.","['H01M', '16/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104580&_cid=P10-L3TXGX-54087-7,"MORDENITE MOLECULAR SIEVE, AND PREPARATION METHOD AND USE THEREFOR","CAO, Kaipeng","DALIAN INSTITUTE OF CHEMICAL PHYSICS, CHINESE ACADEMY OF SCIENCES",27.05.2022,"Provided is a mordenite molecular sieve, and a preparation method and use therefor. The mordenite molecular sieve is selected from any one of the following anhydrous chemical formulas; RaQbMC(SixAly)O2, wherein R is a first templating agent, and R is any one of tetramethyl diamine compounds; Q is a second templating agent, and Q is any one of cyclohexylamine compounds; M is an alkali metal ion; a represents the number of moles of R corresponding to each mole of (SixAly)O2; b represents the number of moles of Q corresponding to each mole of (SixAly)O2; c represents the number of moles of M corresponding to each mole of (SixAly)O2; x and y respectively represent the number of moles of Si and Al. The present mordenite molecular sieve is prepared from two templating agents. A high-silicon-aluminum ratio can be obtained, and the proportion of acid centers of an 8-membered ring channel of the mordenite molecular sieve to the total B acid centers can be flexibly adjusted within a certain range.","['B01J', '29/18']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104445&_cid=P10-L3TXGX-54087-7,METHOD FOR ENRICHING FECAL SAMPLES OF INTEREST FOR SUBMISSION TO THE COMPUTERIZED SYSTEM/EQUIPMENT FOR THE IDENTIFICATION OF GASTROINTESTINAL PARASITES IN HUMANS AND ANIMALS FOR USE IN THE DIAGNOSIS OF PARASITIC DISEASES,"FERREIRA GOMES, Jancarlo",IMMUNOCAMP CIÊNCIA E TECNOLOGIA S.A.,27.05.2022,"The present invention represents an evolutive solution that is particularly beneficial in diagnostic medicine in the healthcare field, more specifically in a routine of a public or private clinical analysis laboratory for diagnosing elimination structures for gastrointestinal parasites in humans and animals, is a important improvement on the intestinal parasite diagnosis system by computerized analysis, notably in relation to the enrichment process for the faecal sample of interest, in which the purification step has a double centrifuge/sedimentation process in addition to the already-known double spontaneous fluctuation processes, enabling the enriched faecal sample of interest to be held on a single slide, resulting in an operational gain in the diagnosis system proper, since it eliminates redundancy in the logical diagnosis processes for a pair of slides for each faecal sample of interest provided in diagnosis systems anticipated by the prior art.","['G01N', '1/28']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104565&_cid=P10-L3TXGX-54087-7,DISPLAY ASSEMBLY CAPABLE OF AUTOMATICALLY TURNING ON LAMP SOURCE TO ATTRACT ATTENTION FOR BUILDING MODEL,"LIU, Shuaihang","HANGZHOU JIUXIE TECHNOLOGY CO., LTD.",27.05.2022,"A display assembly capable of automatically turning on a lamp source for a building model, the display assembly comprising a pre-embedded seat (1), wherein a base (2) is fixedly connected to the interior of the pre-embedded seat (1), a gas spring (21) is fixedly connected to the top of the base (2), a supporting frame (22) is fixedly connected to the top end of the gas spring (21), a threaded sleeve (24) is fixedly connected to the center of the bottom of the supporting frame (22), and a top plate (25) is fixedly connected to the top of the supporting frame (22). The supporting frame (22) is fixed to a position above the base (2) by means of a reset spring (23) and the gas spring (21); when passing through a position above the pre-embedded seat (1), a pedestrian steps on a foot pad (26), the foot pad (26) drives the supporting frame (22) to move downwards under the action of gravity, the supporting frame (22) has relatively high elasticity under the combined action of the reset spring (23) and the gas spring (21), and the foot pad (26) can slowly descend, such that the pedestrian feels comfortable when walking on the foot pad (26), and the pedestrian is more willing to approach a building model display platform.","['G09B', '25/04']"
